Category,Subtype,ID,Name_EN,Name_RU,Grade,PAtk,MAtk,PDef,MDef,Icon,Description_EN
weapons,dual_swords,2598,"Spirit Sword*Samurai Long Sword","Меч Духов*Длинный Меч Самурая",B,220,94,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2605,"Raid Sword*Samurai Long Sword","Меч Налетчика*Длинный Меч Самурая",B,220,94,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 43."
weapons,dual_swords,2611,"Caliburs*Samurai Long Sword","Экскалибур*Длинный Меч Самурая",B,228,97,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 5%."
weapons,dual_swords,2615,"Sword of Limit*Tsurugi","Меч Рубежа*Цуруги",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 5%."
weapons,dual_swords,2617,"Sword of Delusion*Sword of Delusion","Меч Иллюзий*Меч Иллюзий",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 4."
weapons,dual_swords,2618,"Sword of Delusion*Sword of Nightmare","Меч Иллюзий*Меч Кошмаров",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 127 during a critical attack."
weapons,dual_swords,2619,"Sword of Delusion*Tsurugi","Меч Иллюзий*Цуруги",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2621,"Sword of Nightmare*Sword of Nightmare","Меч Кошмаров*Меч Кошмаров",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 54."
weapons,dual_swords,2622,"Sword of Nightmare*Tsurugi","Меч Кошмаров*Цуруги",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 5%."
weapons,dual_swords,2624,"Tsurugi*Tsurugi","Цуруги*Цуруги",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 54."
weapons,dual_swords,9009,"Shadow Item: Sword of Delusion*Sword of Delusion","Теневой Предмет: Меч Иллюзий*Меч Иллюзий",B,213,91,,,/weapon_dual_sword_i00.webp,"This Shadow Item contains the mirrored power of a Sword of Delusion*Sword of Delusion. It cannot be traded, dropped, crystallized, or given other functions. If one's PK count is 1 or more, it cannot be used."
weapons,dual_swords,2616,"Sword of Limit*Samurai Long Sword","Меч Рубежа*Длинный Меч Самурая",B,228,97,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 3."
weapons,dual_swords,2620,"Sword of Delusion*Samurai Long Sword","Меч Иллюзий*Длинный Меч Самурая",B,228,97,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 133 during a critical attack."
weapons,dual_swords,2623,"Sword of Nightmare*Samurai Long Sword","Меч Кошмаров*Длинный Меч Самурая",B,228,97,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2625,"Tsurugi*Samurai Long Sword","Цуруги*Длинный Меч Самурая",B,228,97,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 52."
weapons,dual_swords,2626,"Samurai Long Sword*Samurai Long Sword","Длинный Меч Самурая*Длинный Меч Самурая",B,236,99,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 4%."
weapons,dual_swords,5233,"Keshanberk*Keshanberk","Кешанберк*Кешанберк",A,259,107,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 8%. Inflicts additional damage to target during PvP."
weapons,dual_swords,5704,"Keshanberk*Keshanberk","Кешанберк*Кешанберк",A,259,107,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,9017,"Shadow Item: Keshanberk*Keshanberk","Теневой Предмет: Кешанберк*Кешанберк",A,259,107,,,/weapon_dual_sword_i00.webp,"This Shadow Item contains the mirrored power of a Keshanberk*Keshanberk. It cannot be traded, dropped, crystallized, or given other functions. If one's PK count is 1 or more, it cannot be used."
weapons,dual_swords,5705,"Keshanberk*Damascus","Кешанберк*Дамаскус",A,275,112,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25% as well. Enhances damage to target during PvP."
weapons,dual_swords,9020,"Shadow Item: Keshanberk*Damascus","Теневой Предмет: Кешанберк*Дамаскус",A,275,112,,,/weapon_dual_sword_i00.webp,"This Shadow Item contains the mirrored power of a Keshanberk*Damascus. It cannot be traded, dropped, crystallized, or given other functions. If one's PK count is 1 or more, it cannot be used."
weapons,dual_swords,5706,"Damascus*Damascus","Дамаскус*Дамаскус",A,282,114,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 6. Enhances damage to target during PvP."
weapons,dual_swords,8938,"Damascus * Tallum Blade","Дамаскус*Клинок Таллума",A,305,121,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk. of a dualsword will increase more significantly than that of a one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 8%. Inflicts additional damage to target during PvP."
weapons,dual_swords,6580,"Tallum Blade*Dark Legion's Edge","Клинок Таллума*Темный Легион",S,342,132,,,/weapon_dual_sword_i00.webp,"P.Atk of dual swords will increase more than one-handed type weapon when enchanted. Max HP +15%, Max MP +20%, Max CP +30% when enchanted by 4 or more. Enhances damage to target during PvP."
weapons,dual_swords,6620,"Infinity Wing","Крыло Вечности",S,361,137,,,/weapon_the_dualsword_of_hero_i00.webp,"When a critical attack occurs, increases Max HP, Max MP, Max CP and critical chance. Silences the target and has possibility of reflecting the skill back on the target. Enhances damage to target during PvP."
armors,heavy_armor,32,"Piece Bone Gaiters","Составные Костяные Набедренники",NG,,,39,,/armor_t33_l_i00.webp,"No description for this item"
armors,heavy_armor,34,"Bronze Gaiters","Бронзовые Набедренники",NG,,,43,,/armor_t34_l_i00.webp,"No description for this item"
armors,heavy_armor,25,"Piece Bone Breastplate","Составная Костяная Кираса",NG,,,62,,/armor_t33_u_i00.webp,"No description for this item"
armors,heavy_armor,26,"Bronze Breastplate","Бронзовая Кираса",NG,,,68,,/armor_t34_u_i00.webp,"No description for this item"
armors,heavy_armor,376,"Iron Plate Gaiters","Железные Латные Набедренники",D,,,48,,/armor_t12_l_i00.webp,"No description for this item"
armors,heavy_armor,377,"Scale Gaiters","Чешуйчатые Набедренники",D,,,54,,/armor_t08_l_i00.webp,"No description for this item"
armors,heavy_armor,378,"Compound Scale Gaiters","Составные Чешуйчатые Набедренники",D,,,61,,/armor_t20_l_i00.webp,"No description for this item"
armors,heavy_armor,379,"Dwarven Scale Gaiters","Чешуйчатые Набедренники Гномов",D,,,61,,/armor_t15_l_i00.webp,"No description for this item"
armors,heavy_armor,59,"Mithril Gaiters","Мифриловые Набедренники",D,,,61,,/armor_t19_l_i00.webp,"No description for this item"
armors,heavy_armor,2378,"Brigandine Gaiters","Панцирные Набедренники",D,,,64,,/armor_t43_l_i00.webp,"No description for this item"
armors,heavy_armor,2377,"Mithril Scale Gaiters","Мифриловые Чешуйчатые Набедренники",D,,,64,,/armor_t40_l_i00.webp,"No description for this item"
armors,heavy_armor,380,"Plate Gaiters","Латные Набедренники",D,,,70,,/armor_t46_l_i00.webp,"No description for this item"
armors,heavy_armor,347,"Ring Mail Breastplate","Кольчужная Кираса",D,,,77,,/armor_t12_u_i00.webp,"No description for this item"
armors,heavy_armor,348,"Scale Mail","Чешуйчатая Броня",D,,,87,,/armor_t08_u_i00.webp,"No description for this item"
armors,heavy_armor,58,"Mithril Breastplate","Мифриловая Кираса",D,,,95,,/armor_t19_u_i00.webp,"No description for this item"
armors,heavy_armor,350,"Dwarven Scale Mail","Чешуйчатая Броня Гномов",D,,,95,,/armor_t15_u_i00.webp,"No description for this item"
armors,heavy_armor,349,"Compound Scale Mail","Составная Чешуйчатая Броня",D,,,95,,/armor_t20_u_i00.webp,"No description for this item"
armors,heavy_armor,351,"Blast Plate","Закаленный Доспех",D,,,97,,/armor_t40_u_i00.webp,"No description for this item"
armors,heavy_armor,352,"Brigandine Tunic","Панцирная Туника",D,,,103,,/armor_t43_u_i00.webp,"No description for this item"
armors,heavy_armor,353,"Half Plate Armor","Полулаты",D,,,111,,/armor_t46_u_i00.webp,"No description for this item"
armors,heavy_armor,7851,"Clan Oath Armor","Доспех Клятвы",D,,,158,,/armor_t1001_ul_i00.webp,"Full body armor."
armors,heavy_armor,381,"Chain Gaiters","Кольчужные Набедренники",C,,,75,,/armor_t48_l_i00.webp,"No description for this item"
armors,heavy_armor,382,"Dwarven Chain Gaiters","Кольчужные Набедренники Гномов",C,,,80,,/armor_t60_l_i00.webp,"No description for this item"
armors,heavy_armor,354,"Chain Mail Shirt","Кольчужная Рубаха",C,,,120,,/armor_t48_u_i00.webp,"No description for this item"
armors,heavy_armor,355,"Dwarven Chain Mail Shirt","Кольчужная Рубаха Гномов",C,,,129,,/armor_t60_u_i00.webp,"No description for this item"
armors,heavy_armor,60,"Composite Armor","Композитный Доспех",C,,,224,,/armor_t61_ul_i00.webp,"Full body armor."
armors,heavy_armor,356,"Full Plate Armor","Полный Латный Доспех",C,,,239,,/armor_t62_ul_i00.webp,"Full body armor."
armors,heavy_armor,383,"Zubei's Gaiters","Набедренники Зубея",B,,,98,,/armor_t64_l_i00.webp,"No description for this item"
armors,heavy_armor,2379,"Avadon Gaiters","Набедренники Авадона",B,,,98,,/armor_t66_l_i00.webp,"No description for this item"
armors,heavy_armor,2380,"Blue Wolf Gaiters","Набедренники Синего Волка",B,,,104,,/armor_t68_l_i00.webp,"No description for this item"
armors,heavy_armor,357,"Zubei's Breastplate","Кираса Зубея",B,,,157,,/armor_t64_u_i00.webp,"No description for this item"
armors,heavy_armor,2376,"Avadon Breastplate","Кираса Авадона",B,,,157,,/armor_t66_u_i00.webp,"No description for this item"
armors,heavy_armor,358,"Blue Wolf Breastplate","Кираса Синего Волка",B,,,166,,/armor_t68_u_i00.webp,"No description for this item"
armors,heavy_armor,2381,"Doom Plate Armor","Латный Доспех Рока",B,,,270,,/armor_t71_ul_i00.webp,"Full body armor."
armors,heavy_armor,5288,"Sealed Dark Crystal Gaiters","Запечатанные Набедренники Кристалла Тьмы",A,,,107,,/armor_t74_l_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,heavy_armor,5287,"Sealed Dark Crystal Breastplate","Запечатанная Кираса Кристалла Тьмы",A,,,171,,/armor_t74_u_i02.webp,"Sealed Dark Crystal Breastplate. Its seal can be broken with the help of the Blacksmith of Mammon."
armors,heavy_armor,5293,"Sealed Tallum Plate Armor","Запечатанный Латный Доспех Таллума",A,,,278,,/armor_t77_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,heavy_armor,7871,"Sealed Apella Plate Armor","Запечатанный Латный Доспех Апеллы",A,,,278,,/armor_t1004_ul_i02.webp,"It can be opened with the help of the Blacksmith of Mammon."
armors,heavy_armor,5311,"Sealed Armor of Nightmare","Запечатанный Доспех Кошмаров",A,,,293,,/armor_t80_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,heavy_armor,5316,"Sealed Majestic Plate Armor","Запечатанный Латный Доспех Величия",A,,,293,,/armor_t83_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
